% F    256  0.619840000000000E+01  0.619840000000000E+01  0.619840000000000E+01
   0.228735182752745E+01  0.467927416637897E+01  0.809382102449677E+00
   0.312010328374865E+01  0.465169732604916E+01  0.163840867682040E-01
   0.391407392577685E+01  0.546771642674278E+01 -0.385579736866908E-01
   0.313586675899972E+01  0.543683680737151E+01  0.749078772455665E+00
   0.384003957810124E+01  0.460092356541467E+01  0.743825399343699E+00
   0.463003401294448E+01  0.467976475663100E+01  0.737184899962203E-02
   0.545622606712007E+01  0.540224548736211E+01 -0.339485224092563E-01
   0.463189241142010E+01  0.540018533720189E+01  0.779278112801099E+00
   0.542895203163154E+01  0.460096148361534E+01  0.739674805903243E+00
  -0.395096623768204E-01  0.114213766503721E-01  0.154022909815670E+01
   0.814952828633542E+00  0.819083810001655E+00  0.151526198551488E+01
   0.436959379744496E-01  0.738347297151497E+00  0.231152821832808E+01
   0.756951122508982E+00  0.214964245547494E-01  0.234737077774960E+01
   0.153745927874982E+01  0.328934407274738E-01  0.159496643756706E+01
   0.230524192540818E+01  0.782774061955066E+00  0.152294488720393E+01
   0.158404034680729E+01  0.750613246726039E+00  0.235837436353764E+01
   0.232816562757208E+01  0.121570377140137E-01  0.232348247191212E+01
   0.307768423854659E+01 -0.264440817716732E-01  0.156473799258898E+01
   0.388471703403704E+01  0.764614585125055E+00  0.158447946917355E+01
   0.311296169839751E+01  0.750682333613582E+00  0.231028309885453E+01
   0.388018301121344E+01 -0.378531490489513E-01  0.237224693864155E+01
   0.463712063578469E+01  0.220698757983801E-01  0.153542640246023E+01
   0.546458815720988E+01  0.779168723182549E+00  0.159556753969896E+01
   0.469174728975416E+01  0.788132084834751E+00  0.230396089747730E+01
   0.539107395639573E+01  0.342578596223886E-01  0.233625896542975E+01
   0.205892887247278E-01  0.152384399357291E+01  0.157939610473510E+01
   0.763901401286647E+00  0.228539592891011E+01  0.157496879342329E+01
  -0.470202822437533E-01  0.234446607890734E+01  0.232692033671714E+01
   0.800055982355935E+00  0.156436778890126E+01  0.236150847630133E+01
   0.158267212987388E+01  0.159531804405038E+01  0.152182674360400E+01
   0.233234927951918E+01  0.237347605078899E+01  0.158359673535532E+01
   0.151708054629245E+01  0.234535417514668E+01  0.230455507353664E+01
   0.227690415537103E+01  0.159127396887270E+01  0.234328065712048E+01
   0.312487577995550E+01  0.159287280452267E+01  0.150510099157940E+01
   0.387389499454694E+01  0.228034989865275E+01  0.151678660951303E+01
   0.311803620036167E+01  0.230506205390931E+01  0.234791901912310E+01
   0.389921684164853E+01  0.153917210266431E+01  0.228317850266205E+01
   0.460369629781128E+01  0.157753618951247E+01  0.156767766665220E+01
   0.540475699624096E+01  0.232667646665951E+01  0.155017964692468E+01
   0.464265260593433E+01  0.233316392780963E+01  0.230413252261445E+01
   0.540308995727695E+01  0.150697844426033E+01  0.237189457382351E+01
   0.228162639830071E-01  0.312500903878988E+01  0.153051762186458E+01
   0.749449832406719E+00  0.384968872936020E+01  0.156140627613789E+01
   0.437788235233724E-01  0.392321824152100E+01  0.229688192100106E+01
   0.819528400453616E+00  0.313397853668437E+01  0.234441263233959E+01
   0.155504440083202E+01  0.309335839019185E+01  0.152451818172148E+01
   0.236416627554943E+01  0.383857298176556E+01  0.154305936198183E+01
   0.154533762249454E+01  0.385493805347523E+01  0.232249246108863E+01
   0.234337426752490E+01  0.313027988692352E+01  0.231361644162684E+01
   0.307851487419364E+01  0.310679780604711E+01  0.157213418085569E+01
   0.383827733376598E+01  0.385735555091947E+01  0.151563897948565E+01
   0.310265943097232E+01  0.389633253065719E+01  0.229721802915301E+01
   0.384390064435882E+01  0.314646196083045E+01  0.237375713768557E+01
   0.460699520171501E+01  0.307428806553004E+01  0.152118489797900E+01
   0.539317771185505E+01  0.390902651710166E+01  0.150406823510838E+01
   0.468519211642125E+01  0.383071337303464E+01  0.231713173462824E+01
   0.538733188375802E+01  0.306110874985302E+01  0.230499495456429E+01
   0.113237000391416E-01  0.466516632940313E+01  0.158919100063179E+01
   0.800167937775405E+00  0.543658705159482E+01  0.152169880035967E+01
  -0.161626496114234E-02  0.543510203746616E+01  0.237316587724999E+01
   0.780718761719108E+00  0.463588840600033E+01  0.230815947236522E+01
   0.157414250822233E+01  0.465577349010622E+01  0.154521367007431E+01
   0.233921896738287E+01  0.544195960923419E+01  0.151663905177923E+01
   0.152690661115049E+01  0.541767624886449E+01  0.232017220273293E+01
   0.231392566732937E+01  0.466763342106097E+01  0.230428887099705E+01
   0.306972274263883E+01  0.461802842703083E+01  0.154149999528961E+01
   0.389306452535300E+01  0.538765554539794E+01  0.151397412601860E+01
   0.311544635742177E+01  0.543116752017566E+01  0.235189505183417E+01
   0.390152965769667E+01  0.467533541054136E+01  0.236205107194498E+01
   0.460872137898596E+01  0.463225156485504E+01  0.156410936562634E+01
   0.538676181443467E+01  0.545435436662343E+01  0.155378723210737E+01
   0.462537525890099E+01  0.541948749915889E+01  0.232549250246011E+01
   0.542408342930644E+01  0.469497739307304E+01  0.232942351700732E+01
  -0.310371189359949E-01 -0.298881088715179E-01  0.307407376305082E+01
   0.821809140546338E+00  0.802439205001408E+00  0.307647004477756E+01
  -0.304925965179281E-03  0.764675159031181E+00  0.388532963384905E+01
   0.733326865910259E+00  0.237002134826978E-01  0.391028692345604E+01
   0.153370351221175E+01  0.194440818873503E-01  0.311338832405583E+01
   0.228294956126767E+01  0.795598421219477E+00  0.310844596383322E+01
   0.152287865765542E+01  0.732319783901092E+00  0.385643359400927E+01
   0.236570914950307E+01 -0.295713377382429E-01  0.386927677275850E+01
   0.312191733772635E+01 -0.471642026811350E-01  0.310090298378180E+01
   0.390076612860726E+01  0.814236461652402E+00  0.314364900692817E+01
   0.307818061819682E+01  0.777946580425350E+00  0.384728255902743E+01
   0.385527766212762E+01 -0.358478676757349E-01  0.385825808715426E+01
   0.461415280608392E+01  0.349216424295821E-01  0.314640508422713E+01
   0.541769240313091E+01  0.802244134538326E+00  0.309482143200311E+01
   0.468525004927526E+01  0.797597509793648E+00  0.388773358699412E+01
   0.544600388495630E+01  0.104212418251880E-01  0.382662941749231E+01
  -0.207234130319347E-01  0.151931917075100E+01  0.314406620805008E+01
   0.777984617335798E+00  0.227543592275840E+01  0.309441355876782E+01
   0.463582876501909E-01  0.237301179636073E+01  0.385809131837268E+01
   0.820729139331352E+00  0.153227081303471E+01  0.389442329006712E+01
   0.157864477014672E+01  0.157195636505411E+01  0.312209557043239E+01
   0.231893819137783E+01  0.231257792285714E+01  0.314142246883547E+01
   0.157444233302016E+01  0.231707300781415E+01  0.384574272124496E+01
   0.234734135193889E+01  0.157929150359898E+01  0.387984233158828E+01
   0.313774167010120E+01  0.153791257236276E+01  0.307327966333760E+01
   0.385550832526072E+01  0.231769046703237E+01  0.305399826105312E+01
   0.309160797212711E+01  0.234813271503521E+01  0.391127856342792E+01
   0.385479871491200E+01  0.158393176604824E+01  0.390560920845909E+01
   0.463948006968345E+01  0.158609881745684E+01  0.313442504948443E+01
   0.542480820890311E+01  0.235204141319706E+01  0.309848600452501E+01
   0.461928536231222E+01  0.231891308747599E+01  0.386735546033386E+01
   0.537907125639742E+01  0.156964960984988E+01  0.391592372420579E+01
  -0.110986601085370E-01  0.307408782917619E+01  0.308583470187626E+01
   0.824666368667789E+00  0.389020792031394E+01  0.306717345205931E+01
   0.372376101160234E-01  0.384839575243714E+01  0.383563919437437E+01
   0.806621952705974E+00  0.310276403226658E+01  0.392280537276301E+01
   0.154123057033603E+01  0.313001980088046E+01  0.307319383760783E+01
   0.237142581513813E+01  0.386163181880939E+01  0.311254004896984E+01
   0.151328995930244E+01  0.390084724492198E+01  0.383411989548861E+01
   0.232959462180486E+01  0.313236516728109E+01  0.386172586994145E+01
   0.313597677383100E+01  0.311166622741727E+01  0.310443136647126E+01
   0.384516103484147E+01  0.390627197076778E+01  0.308556019443697E+01
   0.307225222034118E+01  0.385691143648196E+01  0.389200926583943E+01
   0.386690450477605E+01  0.309443048516286E+01  0.391676084588261E+01
   0.464342311938878E+01  0.311592491542978E+01  0.312728537049356E+01
   0.545268271145869E+01  0.384377402045684E+01  0.307483794060303E+01
   0.466648044668199E+01  0.391385309013607E+01  0.386150140409513E+01
   0.537560366306693E+01  0.308940022629724E+01  0.392309625073113E+01
   0.474749511612106E-01  0.469582779584867E+01  0.314608371740876E+01
   0.762272696390456E+00  0.538332840321404E+01  0.312427234588709E+01
   0.324509998145986E-01  0.544604448753187E+01  0.386070523289486E+01
   0.787005207183627E+00  0.462943226611494E+01  0.385412769332894E+01
   0.156723821017483E+01  0.468180640433663E+01  0.310483237542291E+01
   0.233034449054752E+01  0.540638038518374E+01  0.312227041435681E+01
   0.151542529760476E+01  0.542688751876026E+01  0.390241944053172E+01
   0.229597818394559E+01  0.463133134136289E+01  0.387414502641307E+01
   0.307149178930043E+01  0.464544985859427E+01  0.306787987929193E+01
   0.384351091673565E+01  0.539429185156156E+01  0.313978058542219E+01
   0.312919188612304E+01  0.544709484002830E+01  0.386553480749962E+01
   0.390509879258423E+01  0.469763741464101E+01  0.387311202582083E+01
   0.462073166361225E+01  0.467498820222565E+01  0.313993087210515E+01
   0.543256383620861E+01  0.546066198942120E+01  0.305306071005005E+01
   0.469260336544252E+01  0.537829028306054E+01  0.391370820572284E+01
   0.537557457920151E+01  0.469872442335760E+01  0.392201967887433E+01
   0.111661786408605E-01  0.875675950916066E-02  0.469502537584002E+01
   0.814142003517618E+00  0.745021827297822E+00  0.460007331666965E+01
  -0.245009507414952E-01  0.813842807636569E+00  0.540055748922419E+01
   0.813701968431168E+00  0.191439214393291E-02  0.541032061831861E+01
   0.159798241499564E+01  0.376951447758946E-01  0.466694467524843E+01
   0.231064618995090E+01  0.744619086498291E+00  0.461752278407670E+01
   0.159836554444004E+01  0.743065835793858E+00  0.537478326976762E+01
   0.236877175277916E+01 -0.806792314126714E-03  0.547165291749479E+01
   0.311052842150856E+01 -0.137312920245848E-01  0.465203780753704E+01
   0.383857937981485E+01  0.738083007371384E+00  0.463691835111035E+01
   0.311923413504474E+01  0.779773081365212E+00  0.545615713255719E+01
   0.387773393799691E+01  0.162332747575966E-01  0.537891691392078E+01
   0.461594649183336E+01  0.118659295761397E-01  0.467467327126922E+01
   0.546460586255703E+01  0.796200008633816E+00  0.467280119974079E+01
   0.463447025022071E+01  0.806986121516380E+00  0.542880556331011E+01
   0.543868027169553E+01 -0.312433553548010E-01  0.545543092398415E+01
  -0.477603376307683E-01  0.156531790154722E+01  0.461076415656370E+01
   0.763335127755465E+00  0.229866450009067E+01  0.469533447575661E+01
  -0.147093659272933E-02  0.237363496603563E+01  0.540172811891225E+01
   0.822643001440885E+00  0.159488689986126E+01  0.539791080020200E+01
   0.154126208849724E+01  0.157317806826601E+01  0.461832831632200E+01
   0.233833407699957E+01  0.233736804002658E+01  0.460908694374664E+01
   0.151347452591062E+01  0.231989213107961E+01  0.547203671628977E+01
   0.231689152858158E+01  0.157008043599695E+01  0.541013998904622E+01
   0.306923765309008E+01  0.154055912484596E+01  0.462272233396622E+01
   0.389450044605646E+01  0.228230808642411E+01  0.461918177493662E+01
   0.305093516808191E+01  0.230783100300667E+01  0.540208572906346E+01
   0.390854138442969E+01  0.154904340369822E+01  0.544461083458005E+01
   0.462426477176634E+01  0.158187235336958E+01  0.462696146807741E+01
   0.543607995550266E+01  0.234898069042729E+01  0.468619345864579E+01
   0.461158937298672E+01  0.230231833532061E+01  0.546594762152279E+01
   0.547223012584972E+01  0.157852913846592E+01  0.540839266835121E+01
   0.264324744279976E-01  0.306850914554443E+01  0.460524111768707E+01
   0.729322061669975E+00  0.383865182320933E+01  0.467949033698425E+01
   0.156018812852387E-01  0.384846749124420E+01  0.540603649544498E+01
   0.823167334389701E+00  0.311057527621157E+01  0.540285225554635E+01
   0.154915619768673E+01  0.312281289066350E+01  0.460275326226949E+01
   0.227596585425066E+01  0.387185236355429E+01  0.467646165270900E+01
   0.159029259340740E+01  0.391551936268801E+01  0.540698292872636E+01
   0.230433135005491E+01  0.313207022194585E+01  0.541953628480547E+01
   0.305068442893432E+01  0.308310977660295E+01  0.460461974669210E+01
   0.383327735202078E+01  0.388917310862845E+01  0.463831866136249E+01
   0.311119300068296E+01  0.390652199884044E+01  0.540750764160478E+01
   0.385484679704184E+01  0.308529211283484E+01  0.541476857210305E+01
   0.464489476939442E+01  0.308744129844546E+01  0.466311169626236E+01
   0.539776519334622E+01  0.389556780768158E+01  0.468448018406565E+01
   0.461519408452445E+01  0.389713040585904E+01  0.542459183572593E+01
   0.540161641590612E+01  0.314850562568267E+01  0.544972468327164E+01
  -0.467281130145889E-01  0.466946605591101E+01  0.466600867845388E+01
   0.733804209067318E+00  0.541971918168927E+01  0.462518384667561E+01
  -0.144509095539390E-01  0.544591384727138E+01  0.537632926817708E+01
   0.783283976419164E+00  0.466822450598381E+01  0.538466927451590E+01
   0.155222572286482E+01  0.469816768911750E+01  0.467142536107933E+01
   0.235044873714571E+01  0.539396182130166E+01  0.468512527217999E+01
   0.151884957421133E+01  0.538241596866052E+01  0.539772813036311E+01
   0.236545232147744E+01  0.468178587923388E+01  0.538135457536323E+01
   0.313634764594178E+01  0.465451901679067E+01  0.463851870017409E+01
   0.392393097753535E+01  0.545060188328643E+01  0.467736615172810E+01
   0.312453953600916E+01  0.542962208064289E+01  0.544304234372397E+01
   0.391156090822069E+01  0.460023370074918E+01  0.540217413018245E+01
   0.461693251202119E+01  0.467957156210855E+01  0.465405396662071E+01
   0.542218391136124E+01  0.542727389425970E+01  0.460333429410116E+01
   0.461318386197304E+01  0.545161305810912E+01  0.545066244548713E+01
   0.538955286891781E+01  0.464569597797472E+01  0.538990160981693E+01
